HealthRecordID,LivestockID,CheckDate,Notes,Treatment
9139,9139,2022/01/03 00:00:00,Exhibiting signs of heat stress.,Vitamin B12 Injection
9140,9140,2023/06/23 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
9141,9141,2022/10/04 00:00:00,Routine check-up; all vitals normal.,Multivitamin Supplement
9142,9142,2023/06/23 00:00:00,Minor infection treated; under observation.,Tick and Flea Dip
9143,9143,2023/05/15 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
9144,9144,2020/10/17 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
9145,9145,2023/11/27 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
9146,9146,2023/04/02 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
9147,9147,2023/06/23 00:00:00,Increased weight gain; healthy condition.,Anti-inflammatory Injection
9148,9148,2022/04/17 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
9149,9149,2022/01/01 00:00:00,Vaccination administered; no side effects.,Electrolytes Added to Water
9150,9150,2021/07/21 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
9151,9151,2021/11/18 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
9152,9152,2020/10/14 00:00:00,Vaccination administered; no side effects.,Foot Rot Treatment
9153,9153,2024/05/10 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
9154,9154,2022/07/27 00:00:00,Loss of appetite for 2 days.,Tick and Flea Dip
9155,9155,2022/02/24 00:00:00,Increased weight gain; healthy condition.,Deworming
9156,9156,2021/11/24 00:00:00,Hoof trimmed and cleaned.,Vitamin B12 Injection
9157,9157,2022/07/13 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
9158,9158,2021/10/27 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
9159,9159,2020/09/20 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
9160,9160,2022/09/12 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
9161,9161,2021/07/15 00:00:00,Loss of appetite for 2 days.,Deworming
9162,9162,2022/12/16 00:00:00,Mild coughing; vitamin booster given.,Foot Rot Treatment
9163,9163,2023/12/27 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
9164,9164,2023/12/12 00:00:00,Wound from fencing; disinfected and bandaged.,Foot Rot Treatment
9165,9165,2020/07/10 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
9166,9166,2021/05/25 00:00:00,Mild coughing; vitamin booster given.,Multivitamin Supplement
9167,9167,2021/06/10 00:00:00,Minor cut observed on front leg.,Anti-inflammatory Injection
9168,9168,2023/01/05 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
9169,9169,2024/03/05 00:00:00,Routine check-up; all vitals normal.,Deworming
9170,9170,2022/10/05 00:00:00,Routine check-up; all vitals normal.,Tick and Flea Dip
9171,9171,2021/03/02 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
9172,9172,2022/03/04 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
9173,9173,2023/01/19 00:00:00,Mild coughing; vitamin booster given.,Deworming
9174,9174,2023/07/27 00:00:00,Exhibiting signs of heat stress.,Electrolytes Added to Water
9175,9175,2021/10/19 00:00:00,Vaccination administered; no side effects.,Vitamin B12 Injection
9176,9176,2022/05/06 00:00:00,Increased weight gain; healthy condition.,Foot Rot Treatment
9177,9177,2024/03/03 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
9178,9178,2023/05/03 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
9179,9179,2023/11/05 00:00:00,Wound from fencing; disinfected and bandaged.,Deworming
9180,9180,2020/07/22 00:00:00,Routine check-up; all vitals normal.,Vitamin B12 Injection
9181,9181,2022/10/14 00:00:00,Mild coughing; vitamin booster given.,Fly Repellent Spray
9182,9182,2023/07/07 00:00:00,Minor cut observed on front leg.,Deworming
9183,9183,2022/12/19 00:00:00,Loss of appetite for 2 days.,Tick and Flea Dip
9184,9184,2020/12/03 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
9185,9185,2021/06/08 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
9186,9186,2023/07/25 00:00:00,Routine check-up; all vitals normal.,Fly Repellent Spray
9187,9187,2021/07/09 00:00:00,Wound from fencing; disinfected and bandaged.,Anti-inflammatory Injection
9188,9188,2022/09/24 00:00:00,Increased weight gain; healthy condition.,Vitamin B12 Injection
9189,9189,2022/02/09 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
9190,9190,2022/03/21 00:00:00,Mild coughing; vitamin booster given.,Tick and Flea Dip
9191,9191,2024/06/19 00:00:00,Mild coughing; vitamin booster given.,Vitamin B12 Injection
9192,9192,2023/06/07 00:00:00,Routine check-up; all vitals normal.,Deworming
9193,9193,2023/08/07 00:00:00,Wound from fencing; disinfected and bandaged.,Tick and Flea Dip
9194,9194,2022/08/07 00:00:00,Routine check-up; all vitals normal.,Multivitamin Supplement
9195,9195,2024/02/11 00:00:00,Exhibiting signs of heat stress.,Anti-inflammatory Injection
9196,9196,2022/02/12 00:00:00,Loss of appetite for 2 days.,Deworming
9197,9197,2020/10/06 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
9198,9198,2021/11/05 00:00:00,Minor infection treated; under observation.,Vitamin B12 Injection
9199,9199,2022/07/07 00:00:00,Routine check-up; all vitals normal.,Foot Rot Treatment
9200,9200,2021/11/22 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
9201,9201,2021/12/12 00:00:00,Routine check-up; all vitals normal.,Foot Rot Treatment
9202,9202,2021/01/27 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
9203,9203,2024/01/23 00:00:00,Routine check-up; all vitals normal.,Electrolytes Added to Water
9204,9204,2023/06/02 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
9205,9205,2021/06/21 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
9206,9206,2023/11/19 00:00:00,Loss of appetite for 2 days.,Fly Repellent Spray
9207,9207,2021/05/01 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
9208,9208,2024/05/27 00:00:00,Vaccination administered; no side effects.,Vaccination (Anthrax)
9209,9209,2023/11/09 00:00:00,Mild coughing; vitamin booster given.,Deworming
9210,9210,2020/09/23 00:00:00,Minor cut observed on front leg.,Anti-inflammatory Injection
9211,9211,2021/10/20 00:00:00,Exhibiting signs of heat stress.,Foot Rot Treatment
9212,9212,2022/03/13 00:00:00,Increased weight gain; healthy condition.,Anti-inflammatory Injection
9213,9213,2024/05/23 00:00:00,Routine check-up; all vitals normal.,Deworming
9214,9214,2021/01/22 00:00:00,Mild coughing; vitamin booster given.,Deworming
9215,9215,2023/06/25 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
9216,9216,2023/02/22 00:00:00,Minor cut observed on front leg.,Deworming
9217,9217,2023/01/18 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
9218,9218,2022/08/16 00:00:00,Exhibiting signs of heat stress.,Antibiotics (Oxytetracycline)
9219,9219,2020/12/16 00:00:00,Minor cut observed on front leg.,Electrolytes Added to Water
9220,9220,2024/01/12 00:00:00,Routine check-up; all vitals normal.,Deworming
9221,9221,2022/11/09 00:00:00,Mild coughing; vitamin booster given.,Foot Rot Treatment
9222,9222,2021/11/27 00:00:00,Increased weight gain; healthy condition.,Fly Repellent Spray
9223,9223,2023/05/25 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
9224,9224,2020/09/21 00:00:00,Mild coughing; vitamin booster given.,Foot Rot Treatment
9225,9225,2021/06/27 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
9226,9226,2020/11/01 00:00:00,Exhibiting signs of heat stress.,Anti-inflammatory Injection
9227,9227,2020/09/07 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
9228,9228,2020/09/16 00:00:00,Minor cut observed on front leg.,Multivitamin Supplement
9229,9229,2021/08/06 00:00:00,Hoof trimmed and cleaned.,Anti-inflammatory Injection
9230,9230,2021/01/24 00:00:00,Minor cut observed on front leg.,Anti-inflammatory Injection
9231,9231,2024/04/04 00:00:00,Minor cut observed on front leg.,Multivitamin Supplement
9232,9232,2022/12/11 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
9233,9233,2020/11/21 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
9234,9234,2022/02/18 00:00:00,Increased weight gain; healthy condition.,Deworming
9235,9235,2024/02/05 00:00:00,Exhibiting signs of heat stress.,Vitamin B12 Injection
9236,9236,2024/04/18 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
9237,9237,2023/01/22 00:00:00,Routine check-up; all vitals normal.,Vitamin B12 Injection
9238,9238,2021/08/11 00:00:00,Minor cut observed on front leg.,Electrolytes Added to Water
9239,9239,2024/05/09 00:00:00,Hoof trimmed and cleaned.,Electrolytes Added to Water
9240,9240,2023/11/26 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
9241,9241,2023/05/09 00:00:00,Exhibiting signs of heat stress.,Tick and Flea Dip
9242,9242,2021/02/25 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
9243,9243,2024/04/11 00:00:00,Minor cut observed on front leg.,Vitamin B12 Injection
9244,9244,2023/01/22 00:00:00,Mild coughing; vitamin booster given.,Fly Repellent Spray
9245,9245,2021/10/16 00:00:00,Minor cut observed on front leg.,Fly Repellent Spray
9246,9246,2020/11/23 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
9247,9247,2022/05/18 00:00:00,Mild coughing; vitamin booster given.,Deworming
9248,9248,2023/09/01 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
9249,9249,2022/09/24 00:00:00,Exhibiting signs of heat stress.,Antibiotics (Oxytetracycline)
9250,9250,2020/12/19 00:00:00,Exhibiting signs of heat stress.,Foot Rot Treatment
9251,9251,2022/02/27 00:00:00,Hoof trimmed and cleaned.,Fly Repellent Spray
9252,9252,2021/10/08 00:00:00,Routine check-up; all vitals normal.,Antibiotics (Oxytetracycline)
9253,9253,2023/04/19 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
9254,9254,2020/08/23 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
9255,9255,2022/01/05 00:00:00,Minor cut observed on front leg.,Antibiotics (Oxytetracycline)
9256,9256,2020/11/24 00:00:00,Increased weight gain; healthy condition.,Deworming
9257,9257,2023/03/04 00:00:00,Mild coughing; vitamin booster given.,Vaccination (Anthrax)
9258,9258,2024/05/19 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
9259,9259,2022/05/25 00:00:00,Wound from fencing; disinfected and bandaged.,Vaccination (Anthrax)
9260,9260,2024/01/20 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
9261,9261,2024/03/05 00:00:00,Vaccination administered; no side effects.,Anti-inflammatory Injection
9262,9262,2023/12/07 00:00:00,Hoof trimmed and cleaned.,Multivitamin Supplement
9263,9263,2023/12/26 00:00:00,Mild coughing; vitamin booster given.,Antibiotics (Oxytetracycline)
9264,9264,2021/03/24 00:00:00,Loss of appetite for 2 days.,Anti-inflammatory Injection
9265,9265,2020/12/10 00:00:00,Loss of appetite for 2 days.,Electrolytes Added to Water
9266,9266,2022/02/20 00:00:00,Vaccination administered; no side effects.,Vaccination (Anthrax)
9267,9267,2023/03/01 00:00:00,Vaccination administered; no side effects.,Fly Repellent Spray
9268,9268,2024/01/10 00:00:00,Minor infection treated; under observation.,Multivitamin Supplement
9269,9269,2022/02/27 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
9270,9270,2021/06/12 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
9271,9271,2021/02/15 00:00:00,Loss of appetite for 2 days.,Vaccination (Anthrax)
9272,9272,2021/10/14 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
9273,9273,2021/03/26 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
9274,9274,2020/11/10 00:00:00,Vaccination administered; no side effects.,Deworming
9275,9275,2022/10/03 00:00:00,Vaccination administered; no side effects.,Deworming
9276,9276,2021/12/22 00:00:00,Loss of appetite for 2 days.,Fly Repellent Spray
9277,9277,2022/09/23 00:00:00,Wound from fencing; disinfected and bandaged.,Vitamin B12 Injection
9278,9278,2020/08/04 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
9279,9279,2023/06/27 00:00:00,Hoof trimmed and cleaned.,Foot Rot Treatment
9280,9280,2024/03/20 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
9281,9281,2023/02/20 00:00:00,Loss of appetite for 2 days.,Deworming
9282,9282,2024/01/13 00:00:00,Hoof trimmed and cleaned.,Antibiotics (Oxytetracycline)
9283,9283,2024/01/23 00:00:00,Hoof trimmed and cleaned.,Deworming
9284,9284,2021/05/03 00:00:00,Minor infection treated; under observation.,Anti-inflammatory Injection
9285,9285,2020/09/08 00:00:00,Routine check-up; all vitals normal.,Deworming
9286,9286,2022/11/22 00:00:00,Minor infection treated; under observation.,Fly Repellent Spray
9287,9287,2024/03/13 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
9288,9288,2023/12/15 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
9289,9289,2023/03/20 00:00:00,Loss of appetite for 2 days.,Anti-inflammatory Injection
9290,9290,2020/09/27 00:00:00,Vaccination administered; no side effects.,Tick and Flea Dip
9291,9291,2024/02/18 00:00:00,Mild coughing; vitamin booster given.,Vitamin B12 Injection
9292,9292,2021/11/08 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
9293,9293,2023/03/08 00:00:00,Increased weight gain; healthy condition.,Fly Repellent Spray
9294,9294,2021/07/25 00:00:00,Increased weight gain; healthy condition.,Antibiotics (Oxytetracycline)
9295,9295,2022/11/03 00:00:00,Mild coughing; vitamin booster given.,Vaccination (Anthrax)
9296,9296,2022/01/08 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
9297,9297,2021/11/15 00:00:00,Increased weight gain; healthy condition.,Vaccination (Anthrax)
9298,9298,2020/07/07 00:00:00,Minor infection treated; under observation.,Antibiotics (Oxytetracycline)
9299,9299,2022/09/06 00:00:00,Mild coughing; vitamin booster given.,Tick and Flea Dip
9300,9300,2023/11/02 00:00:00,Routine check-up; all vitals normal.,Deworming
9301,9301,2020/10/20 00:00:00,Hoof trimmed and cleaned.,Foot Rot Treatment
9302,9302,2023/01/25 00:00:00,Wound from fencing; disinfected and bandaged.,Tick and Flea Dip
9303,9303,2023/08/04 00:00:00,Vaccination administered; no side effects.,Multivitamin Supplement
9304,9304,2020/09/25 00:00:00,Routine check-up; all vitals normal.,Foot Rot Treatment
9305,9305,2021/04/19 00:00:00,Loss of appetite for 2 days.,Antibiotics (Oxytetracycline)
9306,9306,2021/08/12 00:00:00,Increased weight gain; healthy condition.,Electrolytes Added to Water
9307,9307,2023/12/14 00:00:00,Wound from fencing; disinfected and bandaged.,Antibiotics (Oxytetracycline)
9308,9308,2021/02/10 00:00:00,Minor infection treated; under observation.,Deworming
9309,9309,2022/08/19 00:00:00,Minor infection treated; under observation.,Vaccination (Anthrax)
9310,9310,2021/07/19 00:00:00,Increased weight gain; healthy condition.,Vitamin B12 Injection
9311,9311,2022/12/05 00:00:00,Exhibiting signs of heat stress.,Antibiotics (Oxytetracycline)
9312,9312,2022/01/23 00:00:00,Loss of appetite for 2 days.,Foot Rot Treatment
9313,9313,2021/07/27 00:00:00,Exhibiting signs of heat stress.,Fly Repellent Spray
9314,9314,2022/02/02 00:00:00,Routine check-up; all vitals normal.,Deworming
9315,9315,2023/04/24 00:00:00,Wound from fencing; disinfected and bandaged.,Fly Repellent Spray
9316,9316,2020/08/21 00:00:00,Routine check-up; all vitals normal.,Anti-inflammatory Injection
9317,9317,2021/12/20 00:00:00,Wound from fencing; disinfected and bandaged.,Foot Rot Treatment
9318,9318,2022/10/21 00:00:00,Vaccination administered; no side effects.,Antibiotics (Oxytetracycline)
9319,9319,2023/04/20 00:00:00,Minor cut observed on front leg.,Deworming
9320,9320,2022/09/26 00:00:00,Mild coughing; vitamin booster given.,Deworming
9321,9321,2023/07/25 00:00:00,Increased weight gain; healthy condition.,Vitamin B12 Injection
9322,9322,2024/02/16 00:00:00,Routine check-up; all vitals normal.,Foot Rot Treatment
9323,9323,2021/04/11 00:00:00,Wound from fencing; disinfected and bandaged.,Electrolytes Added to Water
9324,9324,2023/11/19 00:00:00,Hoof trimmed and cleaned.,Foot Rot Treatment
9325,9325,2021/04/22 00:00:00,Minor cut observed on front leg.,Foot Rot Treatment
9326,9326,2022/07/21 00:00:00,Increased weight gain; healthy condition.,Vitamin B12 Injection
9327,9327,2023/09/04 00:00:00,Mild coughing; vitamin booster given.,Electrolytes Added to Water
9328,9328,2022/01/23 00:00:00,Increased weight gain; healthy condition.,Multivitamin Supplement
9329,9329,2024/03/10 00:00:00,Loss of appetite for 2 days.,Multivitamin Supplement
9330,9330,2022/12/06 00:00:00,Routine check-up; all vitals normal.,Fly Repellent Spray
9331,9331,2022/01/11 00:00:00,Vaccination administered; no side effects.,Deworming
9332,9332,2020/09/16 00:00:00,Minor infection treated; under observation.,Foot Rot Treatment
9333,9333,2023/05/24 00:00:00,Minor cut observed on front leg.,Fly Repellent Spray
9334,9334,2024/03/27 00:00:00,Wound from fencing; disinfected and bandaged.,Multivitamin Supplement
